Id,Name,Gender,Email,EmailName,Domain,CompanyEmail,RegionCode,Phone,EmpPhone,FaxNumber,CitizenIdentification,Role,Department,Location,University,Birthday,StartDay,OfficialDay,ContractStatus,ContractStartDay,ContractEndDay,BaseSalary,base-net,BankName,BankAccountNumber,GrossSalary,NetSalary,net-gos,Manager,ProjectName,LinkCV,WorkingModel,Effort,WorkingTime,DateCreated,DateModified
324,Hoàng Cao Minh,Male,icokayne8z@nps.gov,icokayne8z,@solutiondtk.com,icokayne8z@solutiondtk.com,84,192-473-1418,+84 192-473-1418,53208-515,0781-2615,Designer,Marketing,Da Nang,Nelson Mandela Metropolitan University,14/02/98,24/09/21,24/11/21,1 Year,4/5/2022,9/6/2022,"$18.500.020,19","$9.675.463,37",HSBC,36987-3415,"$9.178.738,52","$8.824.556,82","-$354.181,70",Ignazio Cokayne,INDEN,https://vinaora.com/sit/amet/erat/nulla.jpg?ultrices=sit&aliquet=amet&maecenas=cursus&leo=id&odio=turpis&condimentum=integer&id=aliquet&luctus=massa&nec=id&molestie=lobortis&sed=convallis&justo=tortor&pellentesque=risus&viverra=dapibus&pede=augue&ac=vel&diam=accumsan&cras=tellus&pellentesque=nisi&volutpat=eu&dui=orci&maecenas=mauris&tristique=lacinia&est=sapien&et=quis&tempus=libero&semper=nullam&est=sit&quam=amet&pharetra=turpis&magna=elementum&ac=ligula&consequat=vehicula&metus=consequat&sapien=morbi&ut=a&nunc=ipsum&vestibulum=integer&ante=a&ipsum=nibh&primis=in&in=quis&faucibus=justo&orci=maecenas&luctus=rhoncus&et=aliquam&ultrices=lacus&posuere=morbi&cubilia=quis&curae=tortor&mauris=id&viverra=nulla&diam=ultrices&vitae=aliquet&quam=maecenas&suspendisse=leo&potenti=odio&nullam=condimentum&porttitor=id&lacus=luctus&at=nec&turpis=molestie&donec=sed&posuere=justo&metus=pellentesque&vitae=viverra&ipsum=pede&aliquam=ac&non=diam&mauris=cras&morbi=pellentesque&non=volutpat&lectus=dui&aliquam=maecenas&sit=tristique&amet=est&diam=et&in=tempus,Full time,80,Hybrid,7/31/2022,10/27/2021
326,Trương Anh Nhi,Male,bgirtin91@examiner.com,bgirtin91,@solutiondtk.com,bgirtin91@solutiondtk.com,84,913-498-3806,+84 913-498-3806,69255-030,54868-5792,Sales,Marketing,Hanoi,Faculté Universitaire des Sciences Agronomiques de Gembloux,30/10/99,14/06/22,14/08/22,Probation,11/15/2021,12/26/2021,"$19.588.453,30","$10.254.661,19",HSBC,59762-0252,"$25.665.246,82","$9.333.792,11","-$16.331.454,71",Brandy Girtin,MKT,https://yellowpages.com/vel/sem/sed/sagittis/nam.jsp?arcu=velit&adipiscing=vivamus&molestie=vel&hendrerit=nulla,Part time,80,Hybrid,9/8/2022,12/8/2021
327,Bùi Nguyên Đức,Male,dclimar92@people.com.cn,dclimar92,@solutiondtk.com,dclimar92@solutiondtk.com,84,579-771-9346,+84 579-771-9346,36987-1104,68382-122,HR,Marketing,Ho Chi Minh,Georgia School of Professional Psychology,17/06/96,10/3/2022,10/5/2022,1 Year,10/17/2021,1/19/2022,"$24.316.268,96","$15.370.153,42",HSBC,0703-5747,"$11.529.754,90","$8.946.115,54","-$2.583.639,36",Darin Climar,MKT,http://mlb.com/montes/nascetur/ridiculus/mus.aspx?nulla=lorem&dapibus=ipsum&dolor=dolor&vel=sit&est=amet&donec=consectetuer&odio=adipiscing&justo=elit&sollicitudin=proin&ut=interdum&suscipit=mauris&a=non&feugiat=ligula&et=pellentesque&eros=ultrices&vestibulum=phasellus&ac=id&est=sapien&lacinia=in&nisi=sapien&venenatis=iaculis&tristique=congue&fusce=vivamus&congue=metus,Full time,100,Online,7/24/2022,9/15/2022
328,Trần Quang Nhật,Female,ecawker93@japanpost.jp,ecawker93,@solutiondtk.com,ecawker93@solutiondtk.com,84,718-810-4814,+84 718-810-4814,0002-7140,33992-0129,Designer,Sales,Hanoi,University of Trento,26/08/96,19/09/20,19/11/20,1 Year,5/19/2021,1/21/2022,"$10.476.224,16","$2.255.169,55",HSBC,51991-457,"$20.692.608,47","$8.221.054,61","-$12.471.553,86",Elmira Cawker,EMBI,http://pcworld.com/dapibus/augue/vel/accumsan.html?ligula=ante&sit=vivamus&amet=tortor&eleifend=duis&pede=mattis&libero=egestas&quis=metus&orci=aenean&nullam=fermentum&molestie=donec&nibh=ut&in=mauris&lectus=eget&pellentesque=massa&at=tempor&nulla=convallis&suspendisse=nulla&potenti=neque&cras=libero&in=convallis&purus=eget&eu=eleifend&magna=luctus&vulputate=ultricies&luctus=eu&cum=nibh&sociis=quisque&natoque=id&penatibus=justo&et=sit&magnis=amet&dis=sapien&parturient=dignissim&montes=vestibulum&nascetur=vestibulum&ridiculus=ante&mus=ipsum&vivamus=primis&vestibulum=in&sagittis=faucibus&sapien=orci&cum=luctus&sociis=et&natoque=ultrices&penatibus=posuere&et=cubilia&magnis=curae&dis=nulla&parturient=dapibus&montes=dolor&nascetur=vel&ridiculus=est&mus=donec&etiam=odio&vel=justo&augue=sollicitudin&vestibulum=ut&rutrum=suscipit&rutrum=a&neque=feugiat&aenean=et&auctor=eros&gravida=vestibulum&sem=ac&praesent=est&id=lacinia&massa=nisi,Part time,80,Hybrid,12/24/2021,2/26/2022
329,Nguyễn Vương Triều An,Male,astratten94@va.gov,astratten94,@solutiondtk.com,astratten94@solutiondtk.com,84,922-936-2360,+84 922-936-2360,58118-8344,53405-0002,Designer,Management,Da Nang,University of Southern Mindanao,19/07/96,22/05/21,22/07/21,Probation,10/26/2021,10/19/2022,"$11.701.033,29","$4.611.994,23",HSBC,43353-149,"$22.597.397,88","$7.089.039,06","-$15.508.358,82",Asher Stratten,SISS,https://fda.gov/nec/sem/duis/aliquam.js?luctus=mauris&et=eget&ultrices=massa&posuere=tempor&cubilia=convallis&curae=nulla&donec=neque&pharetra=libero&magna=convallis&vestibulum=eget&aliquet=eleifend&ultrices=luctus&erat=ultricies&tortor=eu&sollicitudin=nibh&mi=quisque&sit=id&amet=justo&lobortis=sit&sapien=amet,Full time,100,Hybrid,12/3/2021,10/3/2022
330,Nguyễn Thanh Thiện,Male,agemeau95@indiegogo.com,agemeau95,@solutiondtk.com,agemeau95@solutiondtk.com,84,918-395-7781,+84 918-395-7781,47593-392,68788-9205,Sales,Sales,Hanoi,Auburn University,11/8/1996,12/8/2021,12/10/2021,Infinity,10/7/2020,,"$18.032.102,59","$1.872.272,68",HSBC,0378-6103,"$19.453.794,30","$16.159.829,91","-$3.293.964,39",Ange Gemeau,MKT,https://stanford.edu/porta/volutpat.png?maecenas=aliquam&leo=sit&odio=amet&condimentum=diam&id=in&luctus=magna&nec=bibendum&molestie=imperdiet&sed=nullam&justo=orci&pellentesque=pede&viverra=venenatis&pede=non&ac=sodales&diam=sed&cras=tincidunt&pellentesque=eu&volutpat=felis&dui=fusce&maecenas=posuere&tristique=felis&est=sed&et=lacus&tempus=morbi&semper=sem&est=mauris&quam=laoreet&pharetra=ut&magna=rhoncus&ac=aliquet&consequat=pulvinar&metus=sed&sapien=nisl&ut=nunc&nunc=rhoncus&vestibulum=dui&ante=vel&ipsum=sem&primis=sed&in=sagittis&faucibus=nam&orci=congue&luctus=risus&et=semper&ultrices=porta&posuere=volutpat&cubilia=quam&curae=pede&mauris=lobortis&viverra=ligula&diam=sit&vitae=amet&quam=eleifend&suspendisse=pede&potenti=libero&nullam=quis,Full time,100,Online,1/2/2022,11/14/2021
331,Huỳnh Nhật Anh,Male,pwallbutton96@columbia.edu,pwallbutton96,@solutiondtk.com,pwallbutton96@solutiondtk.com,84,667-428-4693,+84 667-428-4693,65044-0719,0722-6920,Admin,Marketing,Da Nang,Ama International University,2/1/1998,24/07/22,24/09/22,Infinity,5/18/2021,,"$21.015.684,81","$4.555.747,03",HSBC,21695-457,"$25.691.102,02","$16.459.937,78","-$9.231.164,24",Pierson Wallbutton,EMBI,https://booking.com/ultrices/mattis/odio/donec.jpg?consequat=libero&dui=nullam&nec=sit&nisi=amet&volutpat=turpis&eleifend=elementum&donec=ligula&ut=vehicula&dolor=consequat&morbi=morbi&vel=a&lectus=ipsum&in=integer&quam=a&fringilla=nibh&rhoncus=in&mauris=quis&enim=justo&leo=maecenas&rhoncus=rhoncus&sed=aliquam&vestibulum=lacus&sit=morbi&amet=quis&cursus=tortor&id=id&turpis=nulla&integer=ultrices&aliquet=aliquet&massa=maecenas&id=leo&lobortis=odio&convallis=condimentum&tortor=id&risus=luctus&dapibus=nec&augue=molestie&vel=sed&accumsan=justo&tellus=pellentesque&nisi=viverra&eu=pede&orci=ac&mauris=diam&lacinia=cras&sapien=pellentesque&quis=volutpat&libero=dui&nullam=maecenas&sit=tristique&amet=est&turpis=et&elementum=tempus&ligula=semper&vehicula=est&consequat=quam&morbi=pharetra&a=magna&ipsum=ac&integer=consequat&a=metus&nibh=sapien&in=ut&quis=nunc&justo=vestibulum&maecenas=ante&rhoncus=ipsum&aliquam=primis&lacus=in&morbi=faucibus&quis=orci&tortor=luctus&id=et&nulla=ultrices&ultrices=posuere&aliquet=cubilia&maecenas=curae&leo=mauris&odio=viverra&condimentum=diam&id=vitae&luctus=quam&nec=suspendisse&molestie=potenti&sed=nullam&justo=porttitor&pellentesque=lacus&viverra=at&pede=turpis&ac=donec&diam=posuere&cras=metus&pellentesque=vitae,Full time,80,Offline,3/25/2022,4/8/2022
333,Trần Nguyễn An Khang,Bigender,ccusworth98@ihg.com,ccusworth98,@solutiondtk.com,ccusworth98@solutiondtk.com,84,383-993-9143,+84 383-993-9143,54868-6041,70253-106,Admin,Marketing,Hanoi,Smolny University,18/07/00,21/09/20,21/11/20,1 Year,9/1/2020,10/24/2021,"$9.850.468,87","$1.224.155,10",HSBC,0591-2315,"$21.690.197,87","$8.626.313,77","-$13.063.884,10",Corbet Cusworth,SISS,http://economist.com/id/nisl/venenatis/lacinia.aspx?ut=maecenas&odio=ut&cras=massa&mi=quis&pede=augue&malesuada=luctus,Part time,100,Online,11/10/2021,10/1/2022
335,Võ Đức Hòa,Female,plochran9a@squarespace.com,plochran9a,@solutiondtk.com,plochran9a@solutiondtk.com,84,280-817-2885,+84 280-817-2885,0220-9343,53208-445,Software Engineer,Marketing,Da Nang,Universidad Anáhuac,16/01/96,2/5/2022,2/7/2022,Probation,10/6/2020,11/24/2022,"$20.660.274,58","$2.051.631,24",HSBC,43063-110,"$18.946.010,35","$18.608.643,34","-$337.367,01",Phillie Lochran,OTLS,https://telegraph.co.uk/dapibus.xml?interdum=ut&mauris=ultrices&ullamcorper=vel&purus=augue&sit=vestibulum&amet=ante&nulla=ipsum&quisque=primis&arcu=in&libero=faucibus&rutrum=orci&ac=luctus&lobortis=et&vel=ultrices&dapibus=posuere&at=cubilia&diam=curae&nam=donec&tristique=pharetra&tortor=magna&eu=vestibulum&pede=aliquet,Full time,80,Hybrid,1/29/2022,5/25/2022
336,Ôn Vĩ Luân,Female,rwimlet9b@i2i.jp,rwimlet9b,@solutiondtk.com,rwimlet9b@solutiondtk.com,84,923-829-1799,+84 923-829-1799,52380-1730,0268-0628,Designer,Management,Da Nang,Universiti Darul Iman,28/01/00,29/01/21,29/03/21,Probation,3/9/2021,9/17/2022,"$17.113.794,60","$3.880.448,97",HSBC,36987-1101,"$14.111.248,19","$13.233.345,63","-$877.902,56",Ruthie Wimlet,OTLS,https://sciencedirect.com/vel/ipsum.xml?leo=donec&maecenas=ut&pulvinar=mauris&lobortis=eget&est=massa&phasellus=tempor&sit=convallis&amet=nulla&erat=neque&nulla=libero&tempus=convallis&vivamus=eget&in=eleifend&felis=luctus&eu=ultricies&sapien=eu&cursus=nibh&vestibulum=quisque&proin=id&eu=justo&mi=sit&nulla=amet&ac=sapien&enim=dignissim&in=vestibulum&tempor=vestibulum&turpis=ante&nec=ipsum&euismod=primis&scelerisque=in&quam=faucibus&turpis=orci&adipiscing=luctus&lorem=et&vitae=ultrices&mattis=posuere&nibh=cubilia&ligula=curae&nec=nulla&sem=dapibus&duis=dolor&aliquam=vel&convallis=est&nunc=donec,Full time,80,Hybrid,8/5/2022,7/3/2022
339,Nguyễn Ngọc Thiện,Female,acannell9e@hostgator.com,acannell9e,@solutiondtk.com,acannell9e@solutiondtk.com,84,792-933-1508,+84 792-933-1508,0299-3848,50436-9802,Content Marketing,Sales,Ho Chi Minh,Seberang Perai Polytechnic,8/10/1996,1/10/2020,1/12/2020,Probation,10/14/2021,12/20/2021,"$12.587.998,01","$3.407.460,37",HSBC,0496-0883,"$21.094.935,09","$9.180.537,64","-$11.914.397,45",Avis Cannell,OTLS,http://about.me/volutpat/erat/quisque.jpg?in=vestibulum&faucibus=vestibulum&orci=ante&luctus=ipsum&et=primis&ultrices=in&posuere=faucibus&cubilia=orci&curae=luctus&mauris=et&viverra=ultrices&diam=posuere&vitae=cubilia&quam=curae&suspendisse=nulla&potenti=dapibus&nullam=dolor&porttitor=vel&lacus=est&at=donec&turpis=odio&donec=justo&posuere=sollicitudin&metus=ut&vitae=suscipit&ipsum=a&aliquam=feugiat&non=et&mauris=eros&morbi=vestibulum&non=ac&lectus=est&aliquam=lacinia&sit=nisi&amet=venenatis&diam=tristique&in=fusce&magna=congue&bibendum=diam&imperdiet=id&nullam=ornare&orci=imperdiet&pede=sapien&venenatis=urna&non=pretium&sodales=nisl&sed=ut&tincidunt=volutpat&eu=sapien&felis=arcu&fusce=sed&posuere=augue&felis=aliquam&sed=erat&lacus=volutpat&morbi=in&sem=congue&mauris=etiam&laoreet=justo&ut=etiam&rhoncus=pretium&aliquet=iaculis&pulvinar=justo&sed=in&nisl=hac&nunc=habitasse&rhoncus=platea&dui=dictumst&vel=etiam&sem=faucibus&sed=cursus&sagittis=urna&nam=ut&congue=tellus&risus=nulla&semper=ut&porta=erat&volutpat=id&quam=mauris&pede=vulputate&lobortis=elementum&ligula=nullam&sit=varius&amet=nulla&eleifend=facilisi&pede=cras&libero=non,Part time,100,Offline,7/19/2022,4/30/2022
342,Nguyễn Anh Tú,Female,nrabidge9h@ask.com,nrabidge9h,@solutiondtk.com,nrabidge9h@solutiondtk.com,84,895-329-0358,+84 895-329-0358,36987-1640,43063-482,Digital Marketing,Management,Da Nang,Baitulmal Management Institute (IPB),16/07/00,27/04/21,27/06/21,1 Year,2/18/2020,2/12/2022,"$24.437.357,07","$5.028.254,09",HSBC,60512-2012,"$27.612.814,63","$19.409.102,98","-$8.203.711,65",Nerissa Rabidge,MKT,http://omniture.com/nisl/nunc/nisl/duis/bibendum/felis/sed.xml?semper=morbi&sapien=ut&a=odio&libero=cras&nam=mi&dui=pede&proin=malesuada&leo=in&odio=imperdiet&porttitor=et&id=commodo&consequat=vulputate&in=justo&consequat=in&ut=blandit&nulla=ultrices&sed=enim&accumsan=lorem&felis=ipsum&ut=dolor&at=sit&dolor=amet&quis=consectetuer&odio=adipiscing&consequat=elit&varius=proin&integer=interdum&ac=mauris&leo=non&pellentesque=ligula&ultrices=pellentesque&mattis=ultrices&odio=phasellus,Full time,80,Offline,9/7/2022,10/2/2022
349,Đinh Ngọc Phương Anh,Female,kgiacovazzo9o@geocities.jp,kgiacovazzo9o,@solutiondtk.com,kgiacovazzo9o@solutiondtk.com,84,726-358-6292,+84 726-358-6292,36987-2056,36987-2057,Content Marketing,Technology,Da Nang,"Universidad Distral ""Francisco José de Caldas""",10/8/1995,25/10/20,25/12/20,Probation,4/19/2022,8/22/2022,"$13.866.888,11","$5.193.569,19",HSBC,58232-0809,"$21.040.425,96","$8.673.318,92","-$12.367.107,04",Kimmy Giacovazzo,INDEN,https://live.com/nulla/tellus/in/sagittis/dui/vel.png?est=aenean&donec=auctor&odio=gravida&justo=sem&sollicitudin=praesent&ut=id&suscipit=massa&a=id&feugiat=nisl&et=venenatis&eros=lacinia&vestibulum=aenean&ac=sit&est=amet&lacinia=justo&nisi=morbi&venenatis=ut&tristique=odio&fusce=cras&congue=mi&diam=pede&id=malesuada&ornare=in&imperdiet=imperdiet&sapien=et&urna=commodo&pretium=vulputate&nisl=justo&ut=in&volutpat=blandit&sapien=ultrices&arcu=enim&sed=lorem&augue=ipsum&aliquam=dolor&erat=sit&volutpat=amet&in=consectetuer&congue=adipiscing&etiam=elit&justo=proin&etiam=interdum&pretium=mauris&iaculis=non&justo=ligula&in=pellentesque&hac=ultrices&habitasse=phasellus&platea=id&dictumst=sapien&etiam=in&faucibus=sapien&cursus=iaculis&urna=congue&ut=vivamus&tellus=metus&nulla=arcu&ut=adipiscing&erat=molestie&id=hendrerit&mauris=at&vulputate=vulputate&elementum=vitae&nullam=nisl&varius=aenean&nulla=lectus&facilisi=pellentesque&cras=eget&non=nunc&velit=donec&nec=quis&nisi=orci&vulputate=eget&nonummy=orci&maecenas=vehicula&tincidunt=condimentum&lacus=curabitur&at=in&velit=libero&vivamus=ut&vel=massa&nulla=volutpat&eget=convallis,Full time,80,Offline,8/27/2022,10/16/2021
350,Dương Hoàng Khánh Bình,Female,emaunsell9p@naver.com,emaunsell9p,@solutiondtk.com,emaunsell9p@solutiondtk.com,84,706-363-7428,+84 706-363-7428,53499-7172,0067-2077,Data Engineer,Sales,Ho Chi Minh,Shirayuri Women's College,14/12/96,30/11/20,30/01/21,1 Year,6/12/2021,7/30/2022,"$20.450.721,52","$10.270.061,16",HSBC,60429-555,"$19.691.683,24","$10.180.660,36","-$9.511.022,88",Eve Maunsell,MKT,http://state.gov/dignissim.xml?blandit=montes&mi=nascetur&in=ridiculus&porttitor=mus&pede=etiam&justo=vel&eu=augue&massa=vestibulum&donec=rutrum&dapibus=rutrum&duis=neque&at=aenean&velit=auctor&eu=gravida&est=sem,Part time,100,Online,7/16/2022,8/10/2022
351,Trần Thị Ngọc Mai,Male,sshrive9q@unblog.fr,sshrive9q,@solutiondtk.com,sshrive9q@solutiondtk.com,84,119-617-2651,+84 119-617-2651,68151-2486,63824-600,HR,Marketing,Hanoi,Tay Nguyen University,30/06/98,5/3/2022,5/5/2022,Probation,8/16/2020,11/18/2021,"$16.310.551,25","$1.845.099,38",HSBC,49035-114,"$24.420.711,41","$14.465.451,87","-$9.955.259,54",Skippie Shrive,SISS,http://lycos.com/et/tempus/semper/est/quam/pharetra.png?vestibulum=consequat,Part time,100,Hybrid,2/4/2022,11/24/2021
352,Nguyễn Quốc Đại,Female,rgrundey9r@angelfire.com,rgrundey9r,@solutiondtk.com,rgrundey9r@solutiondtk.com,84,641-711-6155,+84 641-711-6155,0113-0588,51141-3771,Software Engineer,Marketing,Da Nang,Azerbaijan University,7/8/1997,30/09/20,30/11/20,1 Year,6/22/2020,12/18/2022,"$21.678.002,31","$4.465.861,03",HSBC,58232-0056,"$21.983.504,24","$17.212.141,28","-$4.771.362,96",Robinetta Grundey,INDEN,https://prweb.com/magna/bibendum/imperdiet/nullam/orci/pede.aspx?non=amet&lectus=erat&aliquam=nulla&sit=tempus&amet=vivamus&diam=in&in=felis&magna=eu&bibendum=sapien&imperdiet=cursus&nullam=vestibulum&orci=proin&pede=eu&venenatis=mi,Part time,100,Offline,9/17/2022,2/28/2022
356,Nguyễn Thị Minh Trang,Male,nslarke9v@usda.gov,nslarke9v,@solutiondtk.com,nslarke9v@solutiondtk.com,84,148-747-3398,+84 148-747-3398,21130-831,42893-011,Data Engineer,Management,Hanoi,Instituto Superior D. Afonso III - INUAF,24/08/96,4/3/2020,4/5/2020,Probation,12/22/2021,3/27/2023,"$17.795.396,92","$3.574.539,92",HSBC,0268-0838,"$18.819.863,24","$14.220.857,00","-$4.599.006,24",Nico Slarke,SISS,https://blinklist.com/eu/felis/fusce/posuere/felis/sed.json?nec=lectus&condimentum=in&neque=quam&sapien=fringilla&placerat=rhoncus&ante=mauris&nulla=enim&justo=leo&aliquam=rhoncus&quis=sed&turpis=vestibulum&eget=sit&elit=amet&sodales=cursus&scelerisque=id&mauris=turpis&sit=integer&amet=aliquet&eros=massa&suspendisse=id&accumsan=lobortis&tortor=convallis,Part time,100,Online,4/14/2022,3/24/2022
358,Đoàn Văn Hồ,Female,dwalters9x@hibu.com,dwalters9x,@solutiondtk.com,dwalters9x@solutiondtk.com,84,521-505-6711,+84 521-505-6711,0904-6316,49349-301,Digital Marketing,Sales,Ho Chi Minh,Kabul Medical University,24/04/99,8/5/2020,8/7/2020,Probation,1/18/2021,9/8/2022,"$21.846.864,60","$12.190.670,48",HSBC,60505-2542,"$27.977.602,24","$9.656.194,12","-$18.321.408,12",Dareen Walters,INDEN,http://mashable.com/pede/posuere/nonummy/integer/non.aspx?in=quis&imperdiet=justo&et=maecenas&commodo=rhoncus&vulputate=aliquam&justo=lacus&in=morbi&blandit=quis&ultrices=tortor&enim=id&lorem=nulla&ipsum=ultrices&dolor=aliquet&sit=maecenas&amet=leo&consectetuer=odio&adipiscing=condimentum&elit=id&proin=luctus&interdum=nec&mauris=molestie&non=sed&ligula=justo&pellentesque=pellentesque&ultrices=viverra&phasellus=pede&id=ac&sapien=diam&in=cras&sapien=pellentesque&iaculis=volutpat&congue=dui&vivamus=maecenas&metus=tristique&arcu=est&adipiscing=et&molestie=tempus&hendrerit=semper&at=est&vulputate=quam&vitae=pharetra&nisl=magna&aenean=ac&lectus=consequat&pellentesque=metus&eget=sapien&nunc=ut&donec=nunc&quis=vestibulum&orci=ante&eget=ipsum&orci=primis&vehicula=in&condimentum=faucibus&curabitur=orci&in=luctus&libero=et&ut=ultrices&massa=posuere&volutpat=cubilia&convallis=curae&morbi=mauris&odio=viverra&odio=diam&elementum=vitae&eu=quam&interdum=suspendisse&eu=potenti&tincidunt=nullam&in=porttitor,Part time,80,Offline,9/6/2022,7/21/2022
360,Bùi Hữu Nhơn,Female,alauret9z@goo.ne.jp,alauret9z,@solutiondtk.com,alauret9z@solutiondtk.com,84,519-105-7881,+84 519-105-7881,43063-485,52915-010,HR,Sales,Hanoi,Khurasan University,16/12/97,7/5/2020,7/7/2020,Infinity,4/23/2021,,"$24.726.720,02","$17.549.921,96",HSBC,68462-536,"$24.035.865,62","$7.176.798,06","-$16.859.067,56",Alvina Lauret,INDEN,https://posterous.com/odio/in/hac/habitasse/platea/dictumst.json?ultrices=nullam&posuere=molestie&cubilia=nibh&curae=in&mauris=lectus&viverra=pellentesque&diam=at&vitae=nulla&quam=suspendisse&suspendisse=potenti&potenti=cras&nullam=in&porttitor=purus,Part time,0,Offline,7/21/2022,3/29/2022
366,Văng Thị Ngọc Thuý,Male,lmcwilliama5@scribd.com,lmcwilliama5,@solutiondtk.com,lmcwilliama5@solutiondtk.com,84,679-700-1066,+84 679-700-1066,65044-5104,0378-0872,Digital Marketing,Management,Ho Chi Minh,Bharathidasan University,6/9/1996,11/11/2020,11/1/2021,Probation,5/6/2020,4/19/2022,"$16.065.903,82","$6.858.530,85",HSBC,53808-0162,"$9.347.644,21","$9.207.372,97","-$140.271,24",Laurence McWilliam,INDEN,http://cnbc.com/risus/semper/porta/volutpat/quam/pede.png?at=nisi&turpis=volutpat&a=eleifend&pede=donec&posuere=ut&nonummy=dolor&integer=morbi&non=vel&velit=lectus&donec=in&diam=quam&neque=fringilla,Full time,80,Online,3/2/2022,10/2/2022
368,Lưu Quang Thắng,Male,ngaudena7@mtv.com,ngaudena7,@solutiondtk.com,ngaudena7@solutiondtk.com,84,878-422-6775,+84 878-422-6775,60793-859,50458-197,Accountant,Marketing,Hanoi,Universidad Autónoma Metropolitana - Iztapalapa,11/5/2000,29/01/21,29/03/21,Probation,2/12/2022,4/22/2023,"$17.788.401,18","$871.496,98",HSBC,66336-819,"$25.430.449,57","$16.916.904,20","-$8.513.545,37",Nevins Gauden,SISS,http://mashable.com/lorem/vitae/mattis/nibh.jsp?euismod=molestie&scelerisque=hendrerit&quam=at&turpis=vulputate&adipiscing=vitae&lorem=nisl&vitae=aenean&mattis=lectus&nibh=pellentesque&ligula=eget&nec=nunc&sem=donec&duis=quis&aliquam=orci&convallis=eget&nunc=orci&proin=vehicula&at=condimentum&turpis=curabitur&a=in&pede=libero&posuere=ut&nonummy=massa&integer=volutpat&non=convallis&velit=morbi&donec=odio&diam=odio&neque=elementum&vestibulum=eu&eget=interdum&vulputate=eu&ut=tincidunt&ultrices=in&vel=leo&augue=maecenas&vestibulum=pulvinar&ante=lobortis&ipsum=est&primis=phasellus&in=sit&faucibus=amet&orci=erat&luctus=nulla&et=tempus&ultrices=vivamus&posuere=in&cubilia=felis&curae=eu&donec=sapien&pharetra=cursus&magna=vestibulum&vestibulum=proin&aliquet=eu&ultrices=mi&erat=nulla&tortor=ac&sollicitudin=enim&mi=in&sit=tempor,Full time,100,Offline,3/29/2022,2/18/2022
369,Lê Thị Thanh Nguyệt,Male,gclaussena8@japanpost.jp,gclaussena8,@solutiondtk.com,gclaussena8@solutiondtk.com,84,185-224-7403,+84 185-224-7403,46581-890,58668-2191,Designer,Sales,Hanoi,Detroit College of Business,2/6/1998,20/11/20,20/01/21,Infinity,7/26/2021,,"$15.278.426,86","$8.261.199,72",HSBC,66915-602,"$24.023.238,37","$7.017.227,14","-$17.006.011,23",Gunar Claussen,OTLS,https://indiegogo.com/in.jpg?odio=a&curabitur=nibh&convallis=in&duis=quis&consequat=justo&dui=maecenas&nec=rhoncus&nisi=aliquam&volutpat=lacus&eleifend=morbi&donec=quis&ut=tortor&dolor=id&morbi=nulla&vel=ultrices&lectus=aliquet&in=maecenas&quam=leo&fringilla=odio&rhoncus=condimentum&mauris=id&enim=luctus&leo=nec&rhoncus=molestie&sed=sed&vestibulum=justo&sit=pellentesque&amet=viverra&cursus=pede&id=ac&turpis=diam&integer=cras&aliquet=pellentesque&massa=volutpat&id=dui&lobortis=maecenas&convallis=tristique&tortor=est&risus=et&dapibus=tempus&augue=semper&vel=est&accumsan=quam&tellus=pharetra&nisi=magna&eu=ac&orci=consequat&mauris=metus&lacinia=sapien&sapien=ut&quis=nunc&libero=vestibulum&nullam=ante&sit=ipsum&amet=primis&turpis=in&elementum=faucibus&ligula=orci&vehicula=luctus&consequat=et&morbi=ultrices&a=posuere&ipsum=cubilia&integer=curae&a=mauris&nibh=viverra&in=diam&quis=vitae&justo=quam&maecenas=suspendisse,Full time,80,Hybrid,3/28/2022,4/19/2022
